,gene,label,ST
576,FOXO1,GRPs_like_TYR2,0.000166282
2452,NCAM2,OPCs_like_MYC6,0.00016614722
2106,UBL3,OPCs_like_MYC3,0.00016597968
2069,TWIST2,OPCs_like_MYC2,0.00016596548
1297,ERC1,NRPs_like_SHHb2,0.0001659153
2223,TBCK,OPCs_like_MYC4,0.00016581053
1852,SMC6,OPCs_like_MYC1,0.000165808
668,LPIN2,GRPs_like_TYR3,0.00016562463
1787,TLK2,OPCs_like_MYC1,0.00016544758
619,APBB2,GRPs_like_TYR2,0.00016488372
936,SETBP1,IPCs_like_SHHa3,0.00016487426
98,RNF213,BMDM,0.00016459075
1273,RALGAPA2,NRPs_like_SHHb1,0.00016442811
397,CRTC3,GRPs_like_TYR1,0.00016427506
846,UBXN2A,IPCs_like_SHHa2,0.00016421045
59,PFKFB3,Astrocytes,0.00016316872
479,GK5,GRPs_like_TYR2,0.00016304896
447,ITGA6,GRPs_like_TYR1,0.00016294204
549,TERF1,GRPs_like_TYR2,0.00016247248
1874,NCOA1,OPCs_like_MYC1,0.00016236097
734,R3HDM1,Glutamatergic,0.00016232302
2752,EPN2,Pre_OLs,0.0001620627
633,RABGEF1,GRPs_like_TYR3,0.00016150215
2045,HSF2,OPCs_like_MYC2,0.0001610345
1293,AL158152.1,NRPs_like_SHHb2,0.00016094014
2081,ZNF721,OPCs_like_MYC3,0.00016090099
824,ASH1L,IPCs_like_SHHa2,0.00016088443
779,ZNF131,IPCs_like_SHHa2,0.00016083443
32,MAPRE2,Astrocytes,0.00016032813
1234,KLF12,NRPs_like_SHHb1,0.00016018523
865,THSD7A,IPCs_like_SHHa2,0.00016002847
1711,USP54,OLs,0.00015999789
987,NCOA3,IPCs_like_SHHa5,0.00015964037
894,PAK1,IPCs_like_SHHa2,0.00015961388
2535,BCL2L13,OPCs_like_MYC6,0.0001595904
22,SPIRE1,Astrocytes,0.00015948382
2501,PPP2R1B,OPCs_like_MYC6,0.00015931869
396,TNPO3,GRPs_like_TYR1,0.00015911466
1793,LEMD3,OPCs_like_MYC1,0.00015908791
2167,STRBP,OPCs_like_MYC3,0.00015893411
2161,VPS13D,OPCs_like_MYC3,0.00015877614
2578,BANP,OPCs_like_MYC7,0.00015857589
2724,SPATA6,Pre_OLs,0.00015846903
2694,DHX34,OPCs_like_MYC7,0.0001582688
1042,ICA1L,ImmatureNeurons_like_SHHa3,0.00015824893
1950,NEK1,OPCs_like_MYC2,0.0001578513
474,WIPF2,GRPs_like_TYR2,0.00015739405
2272,SNCA,OPCs_like_MYC4,0.00015701428
1503,MIR137HG,NRPs_like_SHHb4,0.00015685898
1154,ZEB2,Microglia,0.00015679542
2468,SMAD6,OPCs_like_MYC6,0.00015671107
1638,FNIP1,OLs,0.0001563044
1149,MANBA,Microglia,0.00015629161
2137,PDGFRA,OPCs_like_MYC3,0.00015622903
1620,TOX,NRPs_like_SHHb4,0.0001562272
1153,LHFPL2,Microglia,0.00015601948
1487,PLEKHG1,NRPs_like_SHHb4,0.00015568077
1750,SLAIN1,OLs,0.00015567194
2485,SULF1,OPCs_like_MYC6,0.00015563253
1876,PDK1,OPCs_like_MYC1,0.00015522487
883,ZEB1-AS1,IPCs_like_SHHa2,0.0001550509
615,SEMA3C,GRPs_like_TYR2,0.0001549931
282,LPP,Fibroblast-like,0.0001546332
1147,ATF6,Microglia,0.00015451318
2510,BMP4,OPCs_like_MYC6,0.00015444306
2573,APTX,OPCs_like_MYC7,0.00015384161
1817,CENPC,OPCs_like_MYC1,0.00015363096
2458,LATS2,OPCs_like_MYC6,0.00015330859
2403,POSTN,OPCs_like_MYC5,0.00015321003
2607,SOS2,OPCs_like_MYC7,0.00015241223
1701,GAB1,OLs,0.00015233061
2474,USP46,OPCs_like_MYC6,0.00015227268
6,LSAMP,Astrocytes,0.00015198407
1540,MALT1,NRPs_like_SHHb4,0.0001518216
278,BACH1,Fibroblast-like,0.00015179813
647,ZNF609,GRPs_like_TYR3,0.00015174427
1510,AP1S2,NRPs_like_SHHb4,0.00015169747
2076,ASB3,OPCs_like_MYC3,0.00015158764
2327,DOK6,OPCs_like_MYC5,0.00015137617
622,AHCYL2,GRPs_like_TYR3,0.00015133999
2523,SIK2,OPCs_like_MYC6,0.00015099131
1940,ALMS1,OPCs_like_MYC2,0.00015090223
556,ABCD3,GRPs_like_TYR2,0.00015054182
600,PTPN14,GRPs_like_TYR2,0.00015047303
1414,C2CD3,NRPs_like_SHHb3,0.00015042088
1507,ATP6AP1L,NRPs_like_SHHb4,0.0001502051
1009,POLA1,IPCs_like_SHHa5,0.00015015934
990,ATR,IPCs_like_SHHa5,0.00014999867
1305,ALG13,NRPs_like_SHHb2,0.00014993639
1642,WDFY2,OLs,0.00014955214
2405,CNTLN,OPCs_like_MYC6,0.00014941579
369,METTL15,GRPs_like_TYR1,0.00014938609
504,PPIL4,GRPs_like_TYR2,0.00014925365
34,PRKD1,Astrocytes,0.00014913712
1314,STX2,NRPs_like_SHHb2,0.00014901512
2248,EPHA7,OPCs_like_MYC4,0.00014871902
1667,LRRC8D,OLs,0.00014842582
2231,RBMS3,OPCs_like_MYC4,0.00014798623
443,TMEM164,GRPs_like_TYR1,0.00014754964
1566,TMEM51,NRPs_like_SHHb4,0.00014746358
969,NSRP1,IPCs_like_SHHa5,0.00014649064
2220,LINC01278,OPCs_like_MYC4,0.00014647795
1486,MIR222HG,NRPs_like_SHHb4,0.00014612888
859,PIEZO2,IPCs_like_SHHa2,0.00014600065
2019,TTN-AS1,OPCs_like_MYC2,0.000145855
1987,PLEKHA5,OPCs_like_MYC2,0.00014518532
1913,PIK3C3,OPCs_like_MYC1,0.00014481631
39,DAAM1,Astrocytes,0.00014468086
732,ROBO2,Glutamatergic,0.00014464899
913,IQGAP2,IPCs_like_SHHa2,0.0001445318
1994,HS6ST2,OPCs_like_MYC2,0.00014325039
2074,TASOR2,OPCs_like_MYC3,0.000143175
753,BACH2,IPCs/OPCs_like_SHHa1,0.0001430369
217,MICAL3,Dopaminergic,0.00014213435
832,HCG18,IPCs_like_SHHa2,0.0001419921
1119,COP1,Microglia,0.00014196866
849,TIAM2,IPCs_like_SHHa2,0.00014193587
1639,CDC14B,OLs,0.00014180724
374,IFT88,GRPs_like_TYR1,0.00014174845
972,DHRSX,IPCs_like_SHHa5,0.00014140886
1094,SCN9A,ImmatureNeurons_like_SHHa3,0.00014126764
349,SRRM3,GABAergic,0.00014111542
1121,TAB2,Microglia,0.00014089701
188,TSPAN9,Dopaminergic,0.00014059784
3,ZC3H12C,APCs,0.00014012643
1610,MYBPC1,NRPs_like_SHHb4,0.00014009548
1117,TAOK3,Microglia,0.00014008426
1929,DNAH14,OPCs_like_MYC2,0.00013998074
1395,PPME1,NRPs_like_SHHb3,0.00013986378
1394,FAM172A,NRPs_like_SHHb3,0.00013968363
337,HSPA4L,GABAergic,0.00013949463
433,FAM135A,GRPs_like_TYR1,0.00013933075
1997,PEAK1,OPCs_like_MYC2,0.00013903162
47,ARHGEF26,Astrocytes,0.00013844838
285,EBF1,Fibroblast-like,0.00013810032
1829,UGCG,OPCs_like_MYC1,0.00013809552
2072,PDXDC1,OPCs_like_MYC3,0.00013788609
284,PPFIBP1,Fibroblast-like,0.00013759882
1444,CTDSPL,NRPs_like_SHHb3,0.0001374826
526,CAAP1,GRPs_like_TYR2,0.00013742215
2753,NRCAM,Pre_OLs,0.00013709202
1768,PIP4K2A,OLs,0.00013693153
1262,EDEM3,NRPs_like_SHHb1,0.00013684119
1795,KPNA5,OPCs_like_MYC1,0.00013670405
1482,LTN1,NRPs_like_SHHb4,0.00013663298
2640,FAM126A,OPCs_like_MYC7,0.00013659899
617,RDH10,GRPs_like_TYR2,0.00013633427
1075,PUS7L,ImmatureNeurons_like_SHHa3,0.00013610747
984,HIBADH,IPCs_like_SHHa5,0.00013587318
616,MECOM,GRPs_like_TYR2,0.00013565298
80,SORBS1,Astrocytes,0.00013563978
1932,ATP9B,OPCs_like_MYC2,0.0001355983
1403,RSU1,NRPs_like_SHHb3,0.00013531931
96,CCND3,BMDM,0.00013522459
580,CCDC6,GRPs_like_TYR2,0.0001351806
2296,ATP2B1,OPCs_like_MYC4,0.00013513418
810,LINC00662,IPCs_like_SHHa2,0.00013456919
462,MPC1,GRPs_like_TYR1,0.00013438267
1908,CALCRL,OPCs_like_MYC1,0.00013434216
1563,USP6NL,NRPs_like_SHHb4,0.00013361928
331,NSF,GABAergic,0.0001333354
764,SH3D19,IPCs/OPCs_like_SHHa1,0.00013284321
212,ALS2,Dopaminergic,0.00013276588
1040,KIAA1841,ImmatureNeurons_like_SHHa3,0.00013269256
1071,FOCAD,ImmatureNeurons_like_SHHa3,0.00013259686
1995,SPOCK3,OPCs_like_MYC2,0.00013258588
2569,MSRB3,OPCs_like_MYC7,0.0001324722
1427,STAT3,NRPs_like_SHHb3,0.00013238884
577,KLHL7,GRPs_like_TYR2,0.00013226476
1130,PTPRJ,Microglia,0.00013163223
1123,AFF1,Microglia,0.00013110825
688,ARHGAP32,Glutamatergic,0.00013093125
2332,TIMP3,OPCs_like_MYC5,0.00013084977
2624,BBX,OPCs_like_MYC7,0.00013076593
1303,VPS13A,NRPs_like_SHHb2,0.00013076141
1440,RGL1,NRPs_like_SHHb3,0.00013063938
2409,DYM,OPCs_like_MYC6,0.00013061865
345,AMPH,GABAergic,0.00013049094
1964,NAA15,OPCs_like_MYC2,0.00013033487
1851,CEP162,OPCs_like_MYC1,0.00013025942
1315,ADGRB3,NRPs_like_SHHb2,0.0001301259
358,GRID2,GABAergic,0.00013007934
2094,CMSS1,OPCs_like_MYC3,0.00012945502
759,C15orf41,IPCs/OPCs_like_SHHa1,0.00012933476
2552,SIL1,OPCs_like_MYC7,0.00012879606
2389,OXR1,OPCs_like_MYC5,0.00012865543
2479,FAM169A,OPCs_like_MYC6,0.00012836256
1595,SIPA1L1,NRPs_like_SHHb4,0.00012810243
1559,AATF,NRPs_like_SHHb4,0.00012808983
2594,MPHOSPH8,OPCs_like_MYC7,0.00012793689
28,CDH20,Astrocytes,0.0001279294
991,FBXL4,IPCs_like_SHHa5,0.00012759739
2551,UPF2,OPCs_like_MYC7,0.00012742361
1917,FAM13A,OPCs_like_MYC1,0.00012735667
2425,RPTOR,OPCs_like_MYC6,0.00012714253
2043,EPB41L4A,OPCs_like_MYC2,0.00012712613
114,SESN1,Dopaminergic,0.00012706837
1322,DKK2,NRPs_like_SHHb2,0.00012677924
2440,NR6A1,OPCs_like_MYC6,0.00012673582
452,LYPD6,GRPs_like_TYR1,0.00012661015
1796,ITPR1,OPCs_like_MYC1,0.00012639437
408,ACACB,GRPs_like_TYR1,0.00012597509
368,FGD4,GRPs_like_TYR1,0.00012571542
2025,MAML3,OPCs_like_MYC2,0.00012509974
1613,FBXL7,NRPs_like_SHHb4,0.00012506517
1050,ZC2HC1A,ImmatureNeurons_like_SHHa3,0.00012505076
488,DMXL1,GRPs_like_TYR2,0.00012504576
113,GDAP1,Dopaminergic,0.00012496619
797,AC009120.2,IPCs_like_SHHa2,0.00012463176
317,SIPA1L3,GABAergic,0.00012442062
2316,AP3B1,OPCs_like_MYC5,0.00012434619
1943,UBR1,OPCs_like_MYC2,0.00012426026
341,TTBK2,GABAergic,0.00012425051
1366,STX8,NRPs_like_SHHb3,0.0001242303
1074,ACVR2A,ImmatureNeurons_like_SHHa3,0.00012416116
242,PPFIA4,Dopaminergic,0.00012408773
697,GRIN2A,Glutamatergic,0.00012401944
290,TACC1,Fibroblast-like,0.00012355122
982,DYNC2H1,IPCs_like_SHHa5,0.00012352104
50,CACNB2,Astrocytes,0.00012280775
1035,SOBP,ImmatureNeurons_like_SHHa3,0.00012268839
1875,MNAT1,OPCs_like_MYC1,0.00012226118
701,SLC44A5,Glutamatergic,0.000122209
2482,EMP1,OPCs_like_MYC6,0.00012183238
1485,LPAR1,NRPs_like_SHHb4,0.00012181381
1164,SDCCAG8,Microglia,0.00012180991
2113,ADK,OPCs_like_MYC3,0.00012180553
2592,RHBDD1,OPCs_like_MYC7,0.0001216626
141,INPP5A,Dopaminergic,0.0001215342
834,MKRN3,IPCs_like_SHHa2,0.0001210518
228,STXBP1,Dopaminergic,0.00012074495
400,UIMC1,GRPs_like_TYR1,0.000120649805
249,CDH22,Dopaminergic,0.00012049634
2641,CHORDC1,OPCs_like_MYC7,0.00012036388
480,PURG,GRPs_like_TYR2,0.000120347475
2436,TBC1D32,OPCs_like_MYC6,0.00012019513
2346,AAK1,OPCs_like_MYC5,0.000120054494
2119,SMG6,OPCs_like_MYC3,0.0001199993
307,SCN8A,GABAergic,0.00011983371
472,RIC1,GRPs_like_TYR2,0.000119226206
280,CDK17,Fibroblast-like,0.00011919832
574,SMYD2,GRPs_like_TYR2,0.00011885514
948,PDE1A,IPCs_like_SHHa3,0.00011860044
964,ATAD2B,IPCs_like_SHHa5,0.000118320444
1229,ARFIP1,NRPs_like_SHHb1,0.00011813561
1220,MERTK,Microglia,0.000117995005
2534,BAMBI,OPCs_like_MYC6,0.0001179466
596,ANOS1,GRPs_like_TYR2,0.00011791229
1901,VRK1,OPCs_like_MYC1,0.00011778294
1312,TRAPPC9,NRPs_like_SHHb2,0.000117666576
822,MFHAS1,IPCs_like_SHHa2,0.000117385265
2472,KIF26B,OPCs_like_MYC6,0.000117196345
1304,SLC7A11,NRPs_like_SHHb2,0.00011705835
2225,SUPT3H,OPCs_like_MYC4,0.00011688131
1171,SUSD6,Microglia,0.00011661671
1324,SYT1,NRPs_like_SHHb2,0.00011626095
1816,CDKAL1,OPCs_like_MYC1,0.000116167954
158,ZNF483,Dopaminergic,0.00011594586
1181,FCHSD2,Microglia,0.00011587065
1218,SLCO2B1,Microglia,0.0001158525
809,ZNF780B,IPCs_like_SHHa2,0.00011582497
1093,PCSK2,ImmatureNeurons_like_SHHa3,0.00011573179
1957,FANCC,OPCs_like_MYC2,0.00011564909
18,SAMD4A,Astrocytes,0.000115526185
2538,PEX26,OPCs_like_MYC6,0.00011550844
992,ARID4A,IPCs_like_SHHa5,0.000115232826
2004,SOX5,OPCs_like_MYC2,0.000115175775
1437,COMMD1,NRPs_like_SHHb3,0.000115156705
382,NFIA,GRPs_like_TYR1,0.000114306
2558,CHM,OPCs_like_MYC7,0.00011406576
265,TANC1,Fibroblast-like,0.000113866794
907,GAS2L3,IPCs_like_SHHa2,0.000113839276
1126,SSH2,Microglia,0.00011329244
71,LIFR,Astrocytes,0.000113048445
831,GPHN,IPCs_like_SHHa2,0.00011284643
1203,SMAP2,Microglia,0.00011265698
2515,PRSS23,OPCs_like_MYC6,0.000112357375
431,ATE1,GRPs_like_TYR1,0.000112222384
1008,CD2AP,IPCs_like_SHHa5,0.000112047106
2343,RSRC1,OPCs_like_MYC5,0.00011180484
213,FBXO31,Dopaminergic,0.000111697984
2397,S100A10,OPCs_like_MYC5,0.000111669906
1473,KITLG,NRPs_like_SHHb3,0.00011161849
1609,SLIT2,NRPs_like_SHHb4,0.00011155982
1163,FCHO2,Microglia,0.00011153837
2637,INTS6,OPCs_like_MYC7,0.000111425834
413,MAST4,GRPs_like_TYR1,0.00011140123
152,CASTOR3,Dopaminergic,0.00011137516
279,DGKH,Fibroblast-like,0.000111265166
1024,SNAP91,ImmatureNeurons_like_SHHa3,0.00011033195
91,RABGAP1L,BMDM,0.00011025491
2591,ZBTB1,OPCs_like_MYC7,0.000110136956
2015,MLLT3,OPCs_like_MYC2,0.00011004784
996,LCORL,IPCs_like_SHHa5,0.0001097774
2499,L3MBTL3,OPCs_like_MYC6,0.00010976062
2159,ZFYVE26,OPCs_like_MYC3,0.00010967507
1999,ZFP64,OPCs_like_MYC2,0.00010966251
1712,RYBP,OLs,0.00010932847
343,HSPA1A,GABAergic,0.000109120374
1553,DENND2A,NRPs_like_SHHb4,0.000108730645
929,CEP112,IPCs_like_SHHa3,0.00010850569
807,CCDC138,IPCs_like_SHHa2,0.00010834348
109,PARP8,BMDM,0.00010773423
1502,TMEM131L,NRPs_like_SHHb4,0.00010750602
1727,KCNMB4,OLs,0.000107477514
821,SGCG,IPCs_like_SHHa2,0.00010736374
766,EXOC2,IPCs/OPCs_like_SHHa1,0.000107291766
1605,CCNYL1,NRPs_like_SHHb4,0.00010685358
1821,FER,OPCs_like_MYC1,0.00010670905
1965,RNGTT,OPCs_like_MYC2,0.000106142674
510,CCDC66,GRPs_like_TYR2,0.000106012536
1591,CCSER2,NRPs_like_SHHb4,0.000105887106
2129,SHOX,OPCs_like_MYC3,0.00010574295
1442,SNTB2,NRPs_like_SHHb3,0.00010553542
1839,PIK3CA,OPCs_like_MYC1,0.0001052799
1837,TMEM135,OPCs_like_MYC1,0.000104871775
1363,ZNF217,NRPs_like_SHHb3,0.00010476045
330,HPRT1,GABAergic,0.000104577746
1623,PPM1E,NRPs_like_SHHb4,0.00010444264
2429,ESF1,OPCs_like_MYC6,0.000104348335
1508,RNF111,NRPs_like_SHHb4,0.000104345134
2285,MIA2,OPCs_like_MYC4,0.0001041294
2168,CRY1,OPCs_like_MYC3,0.00010410847
2654,CUX2,OPCs_like_MYC7,0.00010398431
1475,SEMA3D,NRPs_like_SHHb3,0.00010373797
1728,PALM2-AKAP2,OLs,0.00010330544
943,CACNA1E,IPCs_like_SHHa3,0.00010328364
1379,MAML2,NRPs_like_SHHb3,0.00010301171
2556,HDAC8,OPCs_like_MYC7,0.00010292646
1412,NFAT5,NRPs_like_SHHb3,0.00010288474
4,SRD5A1,APCs,0.00010275409
1483,PLK2,NRPs_like_SHHb4,0.000102600345
2437,ARID5B,OPCs_like_MYC6,0.00010254634
477,PPP1R21,GRPs_like_TYR2,0.00010248703
1895,FAM102B,OPCs_like_MYC1,0.00010237574
0,NUTM2B-AS1,APCs,0.00010211404
401,TBK1,GRPs_like_TYR1,0.00010168243
1398,PUM3,NRPs_like_SHHb3,0.00010166832
502,IDE,GRPs_like_TYR2,0.000101606856
314,MOSMO,GABAergic,0.00010108897
691,FBXO34,Glutamatergic,0.00010095594
270,LAMA2,Fibroblast-like,0.000100841506
2531,MAGI2,OPCs_like_MYC6,0.00010070262
910,AC068587.4,IPCs_like_SHHa2,0.00010022492
245,POLB,Dopaminergic,9.9830344e-05
27,FAM184A,Astrocytes,9.973202e-05
2706,FAM110B,Pre_OLs,9.965829e-05
932,JAKMIP2,IPCs_like_SHHa3,9.931326e-05
416,SMAP1,GRPs_like_TYR1,9.9300414e-05
1877,SVIL,OPCs_like_MYC1,9.9105724e-05
1663,EXOC6B,OLs,9.87458e-05
2026,RANBP17,OPCs_like_MYC2,9.8315075e-05
554,AOPEP,GRPs_like_TYR2,9.7940145e-05
1311,CSNK1G1,NRPs_like_SHHb2,9.778734e-05
1900,TENT5A,OPCs_like_MYC1,9.741674e-05
994,SCLT1,IPCs_like_SHHa5,9.739296e-05
1156,ETV6,Microglia,9.727271e-05
761,ASXL2,IPCs/OPCs_like_SHHa1,9.694634e-05
49,SNED1,Astrocytes,9.692966e-05
1607,COL14A1,NRPs_like_SHHb4,9.665582e-05
1555,KLHL8,NRPs_like_SHHb4,9.650532e-05
1963,CDK12,OPCs_like_MYC2,9.62863e-05
986,FBXL2,IPCs_like_SHHa5,9.621779e-05
1758,PLEKHH1,OLs,9.619442e-05
2434,CAP2,OPCs_like_MYC6,9.609151e-05
1626,TMEFF2,OLs,9.607413e-05
1501,SSH1,NRPs_like_SHHb4,9.5813535e-05
1038,GRIK4,ImmatureNeurons_like_SHHa3,9.576612e-05
1755,PXK,OLs,9.573348e-05
1200,BMP2K,Microglia,9.554439e-05
2528,PAPPA,OPCs_like_MYC6,9.553045e-05
1567,KIFC3,NRPs_like_SHHb4,9.541668e-05
2084,EPC2,OPCs_like_MYC3,9.487372e-05
2077,SLMAP,OPCs_like_MYC3,9.473401e-05
1526,SORBS2,NRPs_like_SHHb4,9.456492e-05
2568,RPAP2,OPCs_like_MYC7,9.451537e-05
2123,EDNRA,OPCs_like_MYC3,9.4438e-05
1692,ATG4C,OLs,9.429578e-05
2627,DDR2,OPCs_like_MYC7,9.425855e-05
553,WDR37,GRPs_like_TYR2,9.3881186e-05
2411,PVT1,OPCs_like_MYC6,9.386038e-05
1125,SNX29,Microglia,9.375613e-05
407,ZNF680,GRPs_like_TYR1,9.3747745e-05
719,KALRN,Glutamatergic,9.3674804e-05
1190,MGAT4A,Microglia,9.3607916e-05
1030,NRF1,ImmatureNeurons_like_SHHa3,9.3304894e-05
872,GRAMD1B,IPCs_like_SHHa2,9.310885e-05
1480,SHC4,NRPs_like_SHHb4,9.3075e-05
219,FAM153CP,Dopaminergic,9.305208e-05
1133,MEF2C,Microglia,9.268021e-05
757,PACRG,IPCs/OPCs_like_SHHa1,9.246119e-05
2550,VWA8,OPCs_like_MYC7,9.222161e-05
593,UVRAG,GRPs_like_TYR2,9.2162e-05
411,PARD3B,GRPs_like_TYR1,9.128963e-05
1673,RFFL,OLs,9.117461e-05
776,ZNF586,IPCs_like_SHHa2,9.06286e-05
2532,LYPD6B,OPCs_like_MYC6,9.047985e-05
1576,EEF2K,NRPs_like_SHHb4,9.012677e-05
118,TBC1D9,Dopaminergic,8.997981e-05
1489,STXBP5,NRPs_like_SHHb4,8.973423e-05
1550,TENT4B,NRPs_like_SHHb4,8.920839e-05
30,PLPP3,Astrocytes,8.846057e-05
1534,VGLL3,NRPs_like_SHHb4,8.8382156e-05
313,AUH,GABAergic,8.805769e-05
246,MSRA,Dopaminergic,8.796489e-05
1114,NSMCE2,Microglia,8.786253e-05
1045,DOP1A,ImmatureNeurons_like_SHHa3,8.780903e-05
1136,EPB41L3,Microglia,8.774994e-05
1742,DOCK10,OLs,8.747445e-05
1832,MIR4500HG,OPCs_like_MYC1,8.7423876e-05
1417,KIAA1671,NRPs_like_SHHb3,8.731676e-05
860,PLEKHA8,IPCs_like_SHHa2,8.727146e-05
2236,KLF7,OPCs_like_MYC4,8.6968284e-05
160,ADARB1,Dopaminergic,8.6842774e-05
1000,CSPP1,IPCs_like_SHHa5,8.674411e-05
1145,PARP14,Microglia,8.6423366e-05
2423,STXBP4,OPCs_like_MYC6,8.633505e-05
1431,TPD52,NRPs_like_SHHb3,8.612435e-05
852,CAMK1D,IPCs_like_SHHa2,8.56762e-05
1847,TFPI,OPCs_like_MYC1,8.563344e-05
10,TNIK,Astrocytes,8.549735e-05
1893,UBE3D,OPCs_like_MYC1,8.543403e-05
79,SCARA3,Astrocytes,8.525456e-05
2262,MYO9A,OPCs_like_MYC4,8.512495e-05
2006,HLCS,OPCs_like_MYC2,8.487521e-05
1079,AC025159.1,ImmatureNeurons_like_SHHa3,8.482849e-05
66,PREX2,Astrocytes,8.4710904e-05
2470,NTS,OPCs_like_MYC6,8.467232e-05
534,SP4,GRPs_like_TYR2,8.466474e-05
2109,PRORP,OPCs_like_MYC3,8.447034e-05
1529,RECK,NRPs_like_SHHb4,8.4329426e-05
1003,CWC27,IPCs_like_SHHa5,8.4301406e-05
523,GTF2E2,GRPs_like_TYR2,8.414198e-05
2399,S100A11,OPCs_like_MYC5,8.401948e-05
1393,ZNF608,NRPs_like_SHHb3,8.391368e-05
1268,GAREM1,NRPs_like_SHHb1,8.361217e-05
1041,RALGPS1,ImmatureNeurons_like_SHHa3,8.3438514e-05
1032,RALGPS2,ImmatureNeurons_like_SHHa3,8.3287494e-05
1854,ADAM22,OPCs_like_MYC1,8.3277584e-05
168,TAFA5,Dopaminergic,8.26928e-05
1573,ALPK2,NRPs_like_SHHb4,8.263749e-05
2233,UST,OPCs_like_MYC4,8.263678e-05
1887,GXYLT1,OPCs_like_MYC1,8.263662e-05
149,FAM126B,Dopaminergic,8.258221e-05
749,ZNF804A,IPCs/OPCs_like_SHHa1,8.225143e-05
2289,GNAL,OPCs_like_MYC4,8.186795e-05
1792,SLC38A6,OPCs_like_MYC1,8.1650694e-05
1372,LARP1B,NRPs_like_SHHb3,8.163656e-05
1775,ST18,OLs,8.1440434e-05
1844,PLOD2,OPCs_like_MYC1,8.138258e-05
1990,CNKSR3,OPCs_like_MYC2,8.135983e-05
1885,ASXL3,OPCs_like_MYC1,8.0782505e-05
680,RAB11FIP4,Glutamatergic,8.077284e-05
1109,WDR70,Microglia,8.0464524e-05
1085,ST6GALNAC5,ImmatureNeurons_like_SHHa3,8.023675e-05
2455,TLN2,OPCs_like_MYC6,8.019298e-05
316,KIAA1549L,GABAergic,8.001578e-05
2222,AF117829.1,OPCs_like_MYC4,7.9726524e-05
1956,INVS,OPCs_like_MYC2,7.960614e-05
171,TIAM1,Dopaminergic,7.944252e-05
2018,MCC,OPCs_like_MYC2,7.920701e-05
2288,SUMF1,OPCs_like_MYC4,7.8857825e-05
513,WWP1,GRPs_like_TYR2,7.874492e-05
1720,NFASC,OLs,7.869433e-05
144,C11orf80,Dopaminergic,7.828825e-05
58,TPST1,Astrocytes,7.820551e-05
1675,GNAO1,OLs,7.816095e-05
2056,CEP85L,OPCs_like_MYC2,7.788364e-05
2511,PRKCA,OPCs_like_MYC6,7.786734e-05
2192,RERG,OPCs_like_MYC3,7.785888e-05
587,SPECC1,GRPs_like_TYR2,7.775479e-05
1211,ACSL1,Microglia,7.766395e-05
2659,ALOX12-AS1,OPCs_like_MYC7,7.746463e-05
2134,MGP,OPCs_like_MYC3,7.730086e-05
1971,DDX10,OPCs_like_MYC2,7.7146346e-05
1026,KSR2,ImmatureNeurons_like_SHHa3,7.696033e-05
283,NBEAL1,Fibroblast-like,7.682629e-05
207,PRKCZ,Dopaminergic,7.68174e-05
321,EFR3A,GABAergic,7.640301e-05
1146,ELL2,Microglia,7.630423e-05
385,TTLL5,GRPs_like_TYR1,7.614551e-05
2443,ST3GAL5,OPCs_like_MYC6,7.608982e-05
1628,USP32,OLs,7.5941876e-05
541,GLCE,GRPs_like_TYR2,7.532667e-05
215,SYNPR,Dopaminergic,7.528198e-05
1872,NUBPL,OPCs_like_MYC1,7.51982e-05
190,NMNAT2,Dopaminergic,7.5138836e-05
2481,MAD1L1,OPCs_like_MYC6,7.513612e-05
2237,DTNB,OPCs_like_MYC4,7.50974e-05
323,CPEB4,GABAergic,7.500627e-05
291,MIR4435-2HG,Fibroblast-like,7.479445e-05
2058,AFF3,OPCs_like_MYC2,7.447531e-05
344,CEP126,GABAergic,7.428968e-05
670,RAB11FIP1,GRPs_like_TYR3,7.423664e-05
581,OTUD6B,GRPs_like_TYR2,7.378006e-05
1345,LRRC4C,NRPs_like_SHHb2,7.3165065e-05
2344,STK3,OPCs_like_MYC5,7.3141266e-05
2,LRP12,APCs,7.310686e-05
1112,TMCC1,Microglia,7.2891395e-05
1600,FANCM,NRPs_like_SHHb4,7.272826e-05
1536,SAMD5,NRPs_like_SHHb4,7.251286e-05
1209,CD74,Microglia,7.231361e-05
1706,ZNF708,OLs,7.164046e-05
2734,NAV1,Pre_OLs,7.163213e-05
2586,CNOT4,OPCs_like_MYC7,7.147475e-05
1187,SRGN,Microglia,7.137054e-05
785,ENTPD1-AS1,IPCs_like_SHHa2,7.135556e-05
1232,STIM2,NRPs_like_SHHb1,7.133138e-05
605,RNF217,GRPs_like_TYR2,7.046179e-05
2135,BBS9,OPCs_like_MYC3,7.0461174e-05
12,CLEC16A,Astrocytes,7.036246e-05
1974,GRIP1,OPCs_like_MYC2,7.009513e-05
1808,RLF,OPCs_like_MYC1,6.9785834e-05
2214,EBF3,OPCs_like_MYC3,6.951453e-05
2304,ANO10,OPCs_like_MYC4,6.920463e-05
1602,KANK1,NRPs_like_SHHb4,6.9196816e-05
2216,OLFM3,OPCs_like_MYC3,6.910895e-05
2141,HGF,OPCs_like_MYC3,6.88828e-05
2513,PARD6B,OPCs_like_MYC6,6.869007e-05
1522,MIR34AHG,NRPs_like_SHHb4,6.758962e-05
1649,SLC39A11,OLs,6.7586916e-05
